date,q_cfs
2017-04-07,3630.0
2017-04-08,3930.0
2017-04-09,4200.0
2017-04-10,4540.0
2017-04-11,4850.0
2017-04-12,4890.0
2017-04-13,4880.0
2017-04-14,4780.0
2017-04-15,4680.0
2017-04-16,4620.0
2017-04-17,4570.0
2017-04-18,4370.0
2017-04-19,4360.0
2017-04-20,4310.0
2017-04-21,4300.0
2017-04-22,4300.0
2017-04-23,4330.0
2017-04-24,4360.0
2017-04-25,4350.0
2017-04-26,4640.0
2017-04-27,4800.0
2017-04-28,4800.0
2017-04-29,4840.0
2017-04-30,4840.0
2017-05-01,4850.0
2017-05-02,4870.0
2017-05-03,5040.0
2017-05-04,5800.0
2017-05-05,6660.0
2017-05-06,7080.0
2017-05-07,7210.0
2017-05-08,7220.0
2017-05-09,7330.0
2017-05-10,7680.0
2017-05-11,7950.0
2017-05-12,8660.0
2017-05-13,8820.0
2017-05-14,8480.0
2017-05-15,7380.0
2017-05-16,6250.0
2017-05-17,5830.0
2017-05-18,5340.0
2017-05-19,4860.0
2017-05-20,4650.0
2017-05-21,4650.0
2017-05-22,4680.0
2017-05-23,4720.0
2017-05-24,4860.0
2017-05-25,5320.0
2017-05-26,5980.0
2017-05-27,6010.0
2017-05-28,6000.0
2017-05-29,6010.0
2017-05-30,6250.0
2017-05-31,6530.0
2017-06-01,6570.0
2017-06-02,6710.0
2017-06-03,7020.0
2017-06-04,7020.0
2017-06-05,7040.0
2017-06-06,7070.0
2017-06-07,7070.0
2017-06-08,7070.0
2017-06-09,7060.0
2017-06-10,6870.0
2017-06-11,5590.0
2017-06-12,5040.0
2017-06-13,4930.0
2017-06-14,4370.0
2017-06-15,3640.0
2017-06-16,3530.0
2017-06-17,3610.0
2017-06-18,3720.0
2017-06-19,3810.0
2017-06-20,4270.0
2017-06-21,4830.0
2017-06-22,5030.0
2017-06-23,4900.0
2017-06-24,4410.0
2017-06-25,4010.0
2017-06-26,3750.0
2017-06-27,3530.0
2017-06-28,3270.0
2017-06-29,3260.0
2017-06-30,3130.0
2017-07-01,2980.0
2017-07-02,2970.0
2017-07-03,2970.0
2017-07-04,2970.0
2017-07-05,2580.0
2017-07-06,1920.0
2017-07-07,1900.0
2017-07-08,1890.0
2017-07-09,1890.0
2017-07-10,1880.0
2017-07-11,1870.0
2017-07-12,1850.0
2017-07-13,1840.0
2017-07-14,1830.0
2017-07-15,1830.0
2017-07-16,1840.0
2017-07-17,1830.0
2017-07-18,1830.0
2017-07-19,1830.0
2017-07-20,1830.0
2017-07-21,1830.0
2017-07-22,1830.0
2017-07-23,1840.0
2017-07-24,1840.0
2017-07-25,1830.0
2017-07-26,1830.0
2017-07-27,1830.0
2017-07-28,1840.0
2017-07-29,1840.0
2017-07-30,1820.0
2017-07-31,1840.0
2017-08-01,1830.0
2017-08-02,1840.0
2017-08-03,1830.0
2017-08-04,1830.0
2017-08-05,1830.0
2017-08-06,1830.0
2017-08-07,1830.0
2017-08-08,1830.0
2017-08-09,1820.0
2017-08-10,1830.0
2017-08-11,1830.0
2017-08-12,1830.0
2017-08-13,1830.0
2017-08-14,1860.0
2017-08-15,1850.0
2017-08-16,1850.0
2017-08-17,1860.0
2017-08-18,1850.0
2017-08-19,1840.0
2017-08-20,1850.0
2017-08-21,1840.0
2017-08-22,1860.0
2017-08-23,1460.0
2017-08-24,861.0
2017-08-25,699.0
2017-08-26,695.0
2017-08-27,698.0
2017-08-28,694.0
2017-08-29,697.0
2017-08-30,688.0
2017-08-31,690.0
2017-09-01,692.0
2017-09-02,691.0
2017-09-03,691.0
2017-09-04,700.0
2017-09-05,692.0
2017-09-06,690.0
2017-09-07,687.0
2017-09-08,686.0
2017-09-09,687.0
2017-09-10,688.0
2017-09-11,686.0
2017-09-12,685.0
2017-09-13,684.0
2017-09-14,694.0
2017-09-15,695.0
2017-09-16,561.0
2017-09-17,423.0
2017-09-18,378.0
2017-09-19,389.0
2017-09-20,389.0
2017-09-21,393.0
2017-09-22,388.0
2017-09-23,385.0
2017-09-24,386.0
2017-09-25,391.0
2017-09-26,398.0
2017-09-27,392.0
2017-09-28,383.0
2017-09-29,382.0
2017-09-30,381.0
