datetime,prec_mm,tavg_degc,swe_mm,flow_cms
2021-01-20,0.0,-8.200000000000001,411.47999999999996,9.061721477019747
2021-01-21,0.0,-4.1,411.47999999999996,10.789112133576635
2021-01-22,0.0,-7.200000000000001,411.47999999999996,11.978463077435476
2021-01-23,5.08,-13.299999999999999,411.47999999999996,10.93070153165507
2021-01-24,0.0,-14.300000000000002,416.55999999999995,9.54312543048642
2021-01-25,0.0,-14.2,416.55999999999995,8.636953282784445
2021-01-26,2.54,-13.4,416.55999999999995,9.3732181527923
2021-01-27,20.32,-8.200000000000001,419.09999999999997,11.242198207427622
2021-01-28,27.94,-4.800000000000001,436.87999999999994,11.44042336473743
2021-01-29,17.779999999999998,-3.8000000000000003,462.28,11.327151846274683
2021-01-30,0.0,-7.6000000000000005,477.52,10.987337290886442
2021-01-31,0.0,-7.4,477.52,10.279390300494274
2021-02-01,2.54,-2.6999999999999997,477.52,10.222754541262901
2021-02-02,15.239999999999998,-2.3000000000000003,480.05999999999995,10.817430013192322
2021-02-03,2.54,-8.4,492.75999999999993,11.893509438588417
2021-02-04,0.0,-9.600000000000001,495.29999999999995,11.298833966658997
2021-02-05,15.239999999999998,-5.800000000000001,495.29999999999995,11.35546972589037
2021-02-06,0.0,-5.3,510.54,11.27051608704331
2021-02-07,0.0,-7.200000000000001,510.54,11.10060880934919
2021-02-08,0.0,-8.700000000000001,510.54,10.760794253960949
2021-02-09,0.0,-5.499999999999999,510.54,10.534251217035456
2021-02-10,0.0,-6.6,510.54,9.429853912023674
2021-02-11,7.619999999999999,-4.700000000000001,510.54,10.194436661647215
2021-02-12,5.08,-5.3,518.16,11.78023792012567
2021-02-13,10.16,-6.1000000000000005,520.6999999999999,11.553694883200176
2021-02-14,5.08,-10.2,530.8599999999999,10.647522735498201
2021-02-15,25.4,-5.900000000000001,535.94,10.959019411270756
2021-02-16,12.7,-7.6000000000000005,556.2599999999999,10.845747892808008
2021-02-17,0.0,-9.600000000000001,568.9599999999999,10.817430013192322
2021-02-18,10.16,-11.900000000000002,568.9599999999999,9.656396948949167
2021-02-19,12.7,-5.6,579.12,10.619204855882515
2021-02-20,0.0,-8.200000000000001,589.28,10.959019411270756
2021-02-21,2.54,-7.6000000000000005,589.28,10.420979698572708
2021-02-22,5.08,-2.4000000000000004,591.8199999999999,10.562569096651142
2021-02-23,2.54,-8.9,596.9,11.015655170502129
2021-02-24,0.0,-12.3,599.44,10.704158494729576
2021-02-25,7.619999999999999,-11.4,599.44,9.486489671255047
2021-02-26,15.239999999999998,-10.2,604.52,10.845747892808008
2021-02-27,5.08,-12.5,619.7599999999999,11.27051608704331
2021-02-28,2.54,-13.8,622.3,9.854622106258974
